class,name,precision,recall,f1,support
0,No DR,0.5357142857142857,0.28550512445095166,0.37249283667621774,683
1,Mild,0.34782608695652173,0.03547671840354767,0.06438631790744467,451
2,Moderate,0.2752808988764045,0.19215686274509805,0.22632794457274827,510
3,Severe,0.16129032258064516,0.07692307692307693,0.10416666666666667,195
4,Proliferative,0.19794952681388012,0.8715277777777778,0.3226221079691517,288
