experiment,paradigm,model,clean_accuracy,clean_precision_macro,clean_recall_macro,clean_f1_macro,clean_auc_roc,clean_qwk,noisy_accuracy,noisy_precision_macro,noisy_recall_macro,noisy_f1_macro,noisy_auc_roc,noisy_qwk,drop_accuracy,drop_precision_macro,drop_recall_macro,drop_f1_macro,drop_auc_roc,drop_qwk
exp2_fedavg,Standard FedAvg,EfficientNetB0,0.5021156558533145,0.4947951821377967,0.5112733694244499,0.4980279115881264,0.8143419664279341,0.70040472577348,0.27033380347907854,0.3036122241883475,0.29231791206009045,0.21799917475844582,0.6569494205325889,0.21168689574659816,0.23178185237423599,0.19118295794944923,0.21895545736435945,0.2800287368296806,0.15739254589534524,0.48871783002688185
