experiment,paradigm,model,clean_accuracy,clean_precision_macro,clean_recall_macro,clean_f1_macro,clean_auc_roc,clean_qwk,noisy_accuracy,noisy_precision_macro,noisy_recall_macro,noisy_f1_macro,noisy_auc_roc,noisy_qwk,drop_accuracy,drop_precision_macro,drop_recall_macro,drop_f1_macro,drop_auc_roc,drop_qwk
exp3_noise_aware_fl,Noise-Aware FedAvg,MobileNetV2,0.43676539727315467,0.42994856199697973,0.4541040485944814,0.4218397917051865,0.7628125847053886,0.6068649891713288,0.2755054066760696,0.3207159261779944,0.30936050242192864,0.22601343343063224,0.6329375609866109,0.21693557541832498,0.16125999059708507,0.10923263581898535,0.14474354617255275,0.19582635827455425,0.12987502371877768,0.38992941375300383
