class,name,precision,recall,f1,support
0,No DR,0.5441389290882779,0.5505124450951684,0.5473071324599709,683
1,Mild,0.35,0.4501108647450111,0.3937924345295829,451
2,Moderate,0.40816326530612246,0.1568627450980392,0.22662889518413598,510
3,Severe,0.2896174863387978,0.5435897435897435,0.3778966131907308,195
4,Proliferative,0.5578231292517006,0.5694444444444444,0.563573883161512,288
