class,name,precision,recall,f1,support
0,No DR,0.5934718100890207,0.29282576866764276,0.39215686274509803,683
1,Mild,0.3787878787878788,0.05543237250554324,0.09671179883945841,451
2,Moderate,0.3375,0.052941176470588235,0.09152542372881356,510
3,Severe,0.1487603305785124,0.27692307692307694,0.1935483870967742,195
4,Proliferative,0.20218579234972678,0.8993055555555556,0.3301465901848311,288
