class,name,precision,recall,f1,support
0,No DR,0.6069277108433735,0.5900439238653001,0.5983667409057164,683
1,Mild,0.3890977443609023,0.458980044345898,0.4211597151576806,451
2,Moderate,0.45161290322580644,0.32941176470588235,0.38095238095238093,510
3,Severe,0.3815261044176707,0.48717948717948717,0.42792792792792794,195
4,Proliferative,0.6193548387096774,0.6666666666666666,0.6421404682274248,288
