experiment,paradigm,model,clean_accuracy,clean_precision_macro,clean_recall_macro,clean_f1_macro,clean_auc_roc,clean_qwk,noisy_accuracy,noisy_precision_macro,noisy_recall_macro,noisy_f1_macro,noisy_auc_roc,noisy_qwk,drop_accuracy,drop_precision_macro,drop_recall_macro,drop_f1_macro,drop_auc_roc,drop_qwk
exp3_noise_aware_fl,Noise-Aware FedAvg,EfficientNetB0,0.5007052186177715,0.48970386031148616,0.5064563773526468,0.4941094466342261,0.8087641244855457,0.6940104397931779,0.26563234602726843,0.33214116236102775,0.31548559002448134,0.22081781251899507,0.6777392257138838,0.20154907309762038,0.23507287259050308,0.1575626979504584,0.19097078732816547,0.27329163411523105,0.1310248987716619,0.4924613666955575
