class,name,precision,recall,f1,support
0,No DR,0.7874291880226598,0.574267165060004,0.6641638225255972,5083
1,Mild,0.0927390366642703,0.2495164410058027,0.13522012578616352,517
2,Moderate,0.34700939199209097,0.4344059405940594,0.38582028029678483,1616
3,Severe,0.21180555555555555,0.3128205128205128,0.2525879917184265,195
4,Proliferative,0.44982698961937717,0.4529616724738676,0.4513888888888889,287
