experiment,paradigm,model,clean_accuracy,clean_precision_macro,clean_recall_macro,clean_f1_macro,clean_auc_roc,clean_qwk,noisy_accuracy,noisy_precision_macro,noisy_recall_macro,noisy_f1_macro,noisy_auc_roc,noisy_qwk,drop_accuracy,drop_precision_macro,drop_recall_macro,drop_f1_macro,drop_auc_roc,drop_qwk
exp2_fedavg,Standard FedAvg,MobileNetV2,0.44992947813822287,0.44385845947292746,0.44954354153291876,0.4446250217466591,0.7647827442049346,0.6027455757694069,0.3023037141513869,0.28032028610076953,0.2941456096980899,0.2540517494357708,0.5994830348975932,0.20806448757020102,0.14762576398683597,0.16353817337215792,0.15539793183482886,0.19057327231088828,0.1652997093073414,0.3946810881992059
