class,name,precision,recall,f1,support
0,No DR,0.7349537037037037,0.4997048986818808,0.5949174376390678,5083
1,Mild,0.14285714285714285,0.007736943907156673,0.014678899082568808,517
2,Moderate,0.2340909090909091,0.3186881188118812,0.269916142557652,1616
3,Severe,0.0547945205479452,0.041025641025641026,0.0469208211143695,195
4,Proliferative,0.08565310492505353,0.5574912891986062,0.14849187935034802,287
