class,name,precision,recall,f1,support
0,No DR,0.6774193548387096,0.49194729136163984,0.5699745547073791,683
1,Mild,0.36233611442193087,0.6740576496674058,0.47131782945736433,451
2,Moderate,0.48985507246376814,0.33137254901960783,0.3953216374269006,510
3,Severe,0.4253393665158371,0.48205128205128206,0.4519230769230769,195
4,Proliferative,0.7477876106194691,0.5868055555555556,0.6575875486381323,288
