experiment,paradigm,model,clean_accuracy,clean_precision_macro,clean_recall_macro,clean_f1_macro,clean_auc_roc,clean_qwk,noisy_accuracy,noisy_precision_macro,noisy_recall_macro,noisy_f1_macro,noisy_auc_roc,noisy_qwk,drop_accuracy,drop_precision_macro,drop_recall_macro,drop_f1_macro,drop_auc_roc,drop_qwk
exp1_centralized,Centralized,EfficientNetB0,0.5039962388340385,0.540547503771943,0.5132468655310982,0.5092249294305706,0.8192364287323913,0.7127695598446397,0.21861777150916784,0.33682744129049036,0.261539444808396,0.15797965752076717,0.6634308151687378,0.12513925444403984,0.2853784673248707,0.2037200624814527,0.2517074207227022,0.3512452719098035,0.15580561356365352,0.5876303054005999
