class,name,precision,recall,f1,support
0,No DR,0.775242718446602,0.31418453669093055,0.44715105697886043,5083
1,Mild,0.2,0.0038684719535783366,0.007590132827324478,517
2,Moderate,0.2492225677476677,0.34715346534653463,0.29014740108611325,1616
3,Severe,0.07692307692307693,0.03076923076923077,0.04395604395604396,195
4,Proliferative,0.06395877538648075,0.735191637630662,0.11767986614612382,287
