class,name,precision,recall,f1,support
0,No DR,0.8340737450022212,0.7387369663584498,0.7835159102764736,5083
1,Mild,0.13560885608856088,0.28433268858800775,0.18363522798251092,517
2,Moderate,0.5120738636363636,0.44616336633663367,0.47685185185185186,1616
3,Severe,0.2527075812274368,0.358974358974359,0.2966101694915254,195
4,Proliferative,0.4168618266978923,0.6202090592334495,0.49859943977591037,287
