experiment,paradigm,model,clean_accuracy,clean_precision_macro,clean_recall_macro,clean_f1_macro,clean_auc_roc,clean_qwk,noisy_accuracy,noisy_precision_macro,noisy_recall_macro,noisy_f1_macro,noisy_auc_roc,noisy_qwk,drop_accuracy,drop_precision_macro,drop_recall_macro,drop_f1_macro,drop_auc_roc,drop_qwk
exp1_centralized,Centralized,MobileNetV2,0.6327617563003377,0.43026517453049495,0.48968328789817994,0.44784251987565443,0.8089387647883562,0.5770404913861797,0.30878150168875035,0.2730694277007654,0.28623346847818726,0.18130490019889317,0.6249394821030031,0.08775578963957786,0.32398025461158736,0.15719574682972953,0.20344981941999268,0.26653761967676126,0.18399928268535315,0.4892847017466019
